Station Name,Latitude,Longitude,Search Term,Business Name,Business Category,Business Rating,Business Address,Business Phone,Business Distance (meters)
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Bar Koisa Nossa,Bars,3.7,"Travessa Engenheiro Allioni, 3",+557132425412,2047.9632899437627
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Bar e restaurante Pertinho de Casa,Bars,0.0,Rua Manuel Barreto,,1205.033199248615
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,D'Skina Bar,Bars,2.7,"Largo Dois de Julho, 26 - Dois de Julho",,1361.1742597947984
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Bar do Tison,Bars,0.0,R. Forte de São Pedro 62,+557133284457,650.9013444063147
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Martinha's House,Bars,0.0,"R. Caetano Moura, 66",+557191769816,1719.591902365845
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Mercearia de Todos os Santos,Bars,4.0,"Avenida Lafayete Coutinho, 1010",+557130175815,1353.1144864163332
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Bar e Restaurante Bahia Café,Bars,0.0,Lgo. dos Aflitos,+557133290944,879.6796359754305
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Milton's Bar,Bars,3.0,"R. Politeama De Baixo, 17",,717.3572907835274
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Café e Bar Bola Verde,Bars,0.0,R. da Forca 23,+557133210209,1374.2665590407162
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Point do Caldo,Bars,4.5,"R CARLOS GOMES, 698",,1264.3388885326929
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Alcindo,Bars,3.0,"R. da Mouraria, 110",,2031.0731697714207
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Canzoa Drink's,Bars,0.0,R. Sodré 95,+557133225505,1485.0339499630395
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Tempero Caseiro,Bars,0.0,Av. Joana Angélica 152,+557133218036,1558.6432244140128
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Armazém,Bars,0.0,R. General Labatut 38,+557133282461,1584.7890825482996
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Bars,Beco da Rosália,Bars,3.3,"Av. Leovigildo Filgueiras, 530 - Garcia",+557133291281,959.4283226932321
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Espaço 10,Fitness & Instruction,0.0,Lgo. Campo Grande 6,+557133293110,524.8569042252831
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Triathlon Health Club,Fitness & Instruction,5.0,R. Comendador Horácio Urpia Júnior 75,+557133316568,921.8615036104333
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,MXR Brothers Fitness,Fitness & Instruction,2.0,"R. Araújo Pinho,167",+557135619137,419.57970054545467
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Vitória Fit,Fitness & Instruction,0.0,Av. 7 de Setembro 2604 fds,+557133365471,356.5439881305645
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Tony Granjo Academia,Fitness & Instruction,0.0,R. Marechal Floriano 60,+557133366565,381.36103401055533
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Fit Trainer Academia,Fitness & Instruction,0.0,Av. Araújo Pinho 167,+557133317858,427.74847856422815
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Modelo,Fitness & Instruction,0.0,R. Quinta Ingleses 1,+557536315607,438.08789963176423
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Corpo Studio Pilates,Fitness & Instruction,0.0,Av. Araújo Pinho 167 s 1,+557130137858,427.74847856422815
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Yoga Santosha,Fitness & Instruction,5.0,"R. Flórida, 85",+557188040110,642.6923882696834
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Centro Cultural Ensaio,Fitness & Instruction,4.3,"Av. Leovigildo Filgueirasn, 58 - Ed. Pêssego",+557130187122,588.1502226274207
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Life,Fitness & Instruction,0.0,Av. 7 de Setembro 2735,+557133367744,686.8442865720514
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Corpore Pilates,Fitness & Instruction,0.0,R. Cônego José Loreto 73,+557134952624,715.1597952038936
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Villa Salute,Fitness & Instruction,0.0,"R. da Graça, 275",+557130111792,720.6840657689579
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Fisiofitness Fisioterapia e Condicionamento Físico,Fitness & Instruction,3.0,Av. 7 de Setembro 1185,+557133286236,873.5232816311334
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Jump Cat Academia,Fitness & Instruction,0.0,Av. 7 de Setembro 1027,+557141016072,963.3847717887967
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Triathlon Master,Fitness & Instruction,0.0,Al Rio de São Pedro 12,+557133316134,1044.0315706280635
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Personal Club,Fitness & Instruction,0.0,Av. 7 de Setembro 3252,+557133366008,1152.0906970848616
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Bemstar Fitness,Fitness & Instruction,0.0,R. Presidente Kennedy 211,+557133360481,1131.7743364747648
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Estúdio Yogapratica,Fitness & Instruction,0.0,R. Rio de São Pedro 17,+557133316272,1048.9753658670725
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Jump Way Fitness,Fitness & Instruction,0.0,Av. Centenário 2520,+557132370576,1457.9690194279563
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Associação de Judô Shiozawa,Fitness & Instruction,0.0,R. da Forca 2,+557133294704,1369.442056950201
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Athletic Way com Equipamentos P/ Ginástica e Fisioterapia,Fitness & Instruction,0.0,Av. Centenário 2492,+557132671784,1446.7592553014372
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Espaço 10,Fitness & Instruction,0.0,R. Coqueiros da Piedade 8,,1496.6759213722698
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Aquarius,Fitness & Instruction,0.0,R. Politeama 3,+557133281305,756.2142576644201
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Boxe Elite,Fitness & Instruction,0.0,Av. 7 de Setembro 507,+557132640214,1535.522511964939
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Training Center,Fitness & Instruction,0.0,R. Lord Cochrane 101,+557132644669,1555.4406318812617
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Forma A3,Fitness & Instruction,0.0,"Rua Professor Severo Pessoa, n 29, São Lázaro/Federação",,1603.4102814420557
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Alabama Fitness,Fitness & Instruction,0.0,R. Conselheiro Junqueira Ayres 33,+557133291888,1473.6822611074572
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Life Style Fight Center,Fitness & Instruction,0.0,"Lgo. do Campo Santo, 5",+557191608776,1435.5596813245288
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Laysa Amaral Pilates,Fitness & Instruction,4.0,"R. Prof. Américo Simas, 111",+5571991504897,1801.4212297573297
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia 180 Graus,Fitness & Instruction,0.0,Av. 7 de Setembro 3819,+557130130625,1641.989809790312
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Barra Fitness,Fitness & Instruction,0.0,R. Cezar Zama 101,+557132674992,1648.6539619200819
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Adriana de Jesus Santos,Fitness & Instruction,0.0,R. Sodré 429,+557133215490,1673.4313008407632
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Academia Triatleta,Fitness & Instruction,0.0,Avenida Caetano Moura,,1703.532909884626
32 - Hotel Bahia do Sol,-12.99091,-38.524892,Fitness & Instruction,Lú e Pádua Qualidade de Vida,Fitness & Instruction,4.0,"Rua Recife, 244 Barra",+557132457378,1477.402735985968
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,La Taperia,Restaurants,4.5,"R. Da Paciencia, 251",+557333346871,1727.31331844267
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Figli Ristorante Italiano,Restaurants,4.0,"Av Oceânica, 1545 Ondina",+557133317775,1481.426803706712
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Showmaki,Restaurants,5.0,"R. Politeama de Baixo, 32",+557121379111,1839.309985827723
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Cien Fuegos,Restaurants,3.9,"R. Alexandre Gusmão, 60",+557133347711,1615.6297514207793
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Cantina Volpi,Restaurants,4.1,"R. Professor Sabino Silva, 822",+557133326677,1516.275272462957
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Espetinho Sabiá,Restaurants,5.0,"R. Politeama de Baixo, 555",+557133280658,1905.353528719055
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Casa da Gamboa,Restaurants,4.5,"R. Joâo de Deus, 32",+557133213393,1140.4570081355428
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Vida,Restaurants,5.0,"Travessa Macapá, 66",+557132631086,983.280941095061
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Parrilla Argentina La Pulperia,Restaurants,4.8,"R. Novo Horizonte, 39",+557130157379,1637.4800598773536
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Manneken Waffles & Fritas,Restaurants,4.5,"Av. Cardeal da Silva, 196",,639.8680920960511
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Yaki Canal,Restaurants,3.8,"Av. Cardeal da Silva, 180",+557130176099,554.9048024664897
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Casa Lisboa,Restaurants,5.0,"R. Manoel Dias de Morais, 35",+557133313841,1376.3473783246707
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Alfredo di Roma,Restaurants,4.0,R. Morro do Escravo Miguel,+557133317775,1543.2047462114338
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Yoko,Restaurants,5.0,R. Waldemar Falcãos,+557132765860,1643.4677320762348
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Caranguejo de Ondina,Restaurants,4.0,"R. Baependi, 11",+557132473600,994.0623991114837
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Osteria Dell'Agazzi,Restaurants,5.0,"R. Antônio dos Passos, 30",+557132459069,506.9161565798372
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Bar e Lanchonete Sabor Regional,Restaurants,5.0,"Travessa Leovigildo Figueiras, 515",+557133284783,1169.391370275843
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Speed,Restaurants,3.3,"Av. Oceânica, 2413",+557130340003,1276.5770192531718
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Takê,Restaurants,3.9,"Av. Oceânica, 3864",+557133326062,1426.0926839827157
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Cantina Du Vini,Restaurants,4.2,"Tv. Bartholomeu de Gusmão, 124",+557130138181,1411.7565825362221
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Stalo Restaurante,Restaurants,3.3,R. Baependi 222,+557133324286,1063.9720673456004
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Confraria do Franca,Restaurants,4.7,"Lydio de Mesquita, 43 - Rio Vermelho",+557130186548,1784.1285539057656
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Vida Restaurante Natural e Soparia,Restaurants,3.8,"Travessa Macapá, 66 - Ondina",+557132631086,989.8791899574337
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Pedra da Sereia,Restaurants,3.6,"R. Pedra da Sereia, 66",+557133360553,1400.3703159107274
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,San Mei,Restaurants,5.0,"R. Baependi, 1",+557132359061,1209.0536491179573
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Seu Liberatto - Café e Bistrô,Restaurants,5.0,"Rua Almirante Barroso, 284  Rio Vermelho",+557135068062,1574.120059415344
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Tempero e Saúde,Restaurants,5.0,"Rua Desembargador Oscar Dantas, 80",+557130197055,1397.019969492163
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Deli & Cia Restaurante,Restaurants,4.0,"Av. Euclides da Cunha, 167",+557130188699,1466.4664175553255
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Café Teatro Castro Alves,Restaurants,4.3,"Avenida Leovigildo Filgueiras, 13 - Teatro Castro Alves - Campo",+557133285818,1118.7244322913293
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Café Temaki,Restaurants,3.8,R. Humberto de Campos 282,+557133328751,1481.4231354074407
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Restaurante Di Liana,Restaurants,4.3,R. Macapá 314,+557133311266,966.8474343342399
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Recanto da Tia Célia,Restaurants,4.0,"Travessa Padre Domingos de Brito, 25",+557132355872,873.7461918384839
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Bar Tenda da Deusa,Restaurants,4.3,"Rua Professor Aristides Novis, s/nº",+557199843355,728.2942759080397
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Beiju dos heróis,Restaurants,5.0,"Rua Macapá, s/n",+557187657995,1015.8589152118051
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Sertao Na Lenha,Restaurants,4.0,"Martim Affonso Souza, 2 - Garcia",+557133282111,1640.3750670328723
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Restaurante Aconchego da Zuzu,Restaurants,4.3,"Quintino Bocayuva, 18 - Garcia",+557133315074,1083.537150123312
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Tampinha,Restaurants,3.6,"R. Caetano Moura, 34",+557133324202,682.0069847180584
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Ajeum da Diáspora,Restaurants,5.0,"R. Amparo do Tororó, 157",+557191608933,1370.6945454019506
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Restaurante Bangalô,Restaurants,3.3,"Rua Professor Aristides Novis, São Lázaro/Federação",,1112.7661593975085
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Larriquerri,Restaurants,5.0,"Praça Alexandre Fernandes, 160",+557132635632,1083.9576416823545
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Casa Azul,Restaurants,4.0,"R. Caetano Moura, 387",+557182835040,439.8559442861565
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Cafe Temaki,Restaurants,3.0,"Avenida Oceânica, 2294 - loja 27 - Ondina",+5507133328751,1464.7259373680165
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Spoleto Restaurante,Restaurants,3.7,Av. Centenário 2992 lj 135,+557132649922,1211.932037363446
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Maria Bonita,Restaurants,3.5,"R. Macapá, 328",+557192373362,953.3372345734605
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Restaurante Oceanico,Restaurants,5.0,"Rua Pedra da Sereia, 66",+5571993501555,1400.3703159107274
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Subway,Restaurants,4.0,Av. Leovegildo Filgueiras 449,+557132649054,1494.038729402715
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Pastelaria Tudo Quente,Restaurants,4.0,"Rua Eng. Jaime Zaverucha, 266 , Federação",,428.7526412722023
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,La Massima Pasta Gourmet,Restaurants,4.0,Av. Anita Garibaldi 1834 lj 3A,+557130197900,671.9516424941546
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Calzoneria 23,Restaurants,3.5,"Rua Plínio Moscoso, 192 - Jardim Apipema",+557132355077,1333.3336569965722
56 - Anita Garibaldi,-12.99972,-38.50576,Restaurants,Empada Brasil,Restaurants,2.3,"Av. Anita Garibaldi, 1901 - Ondina,",+557131783366,666.5412666785294
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,The Dubliners,Bars,3.9,"R. da Paciência, 257",+557132646698,1730.8304697632234
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Zanzibar,Bars,3.8,"Rua Jardim Federação, 40",+557133322260,721.1990454510325
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Clube da Esquina,Bars,4.0,"Rua da Paciência, 123",+557130197516,1654.8129046630722
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Bar Tenda da Deusa,Bars,4.3,"Rua Professor Aristides Novis, s/nº",+557199843355,728.2942759080397
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,La Cave de Jean,Bars,5.0,"Rua da Paciência, 329 - Rio Vermelho",+557199744248,1838.9562158002868
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Taverna Music Bar,Bars,4.5,"R. da Paciência, 127",+557191335882,1662.322167878259
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Alfredo di Roma,Bars,4.0,R. Morro do Escravo Miguel,+557133317775,1543.2047462114338
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Lálá,Bars,4.7,"R. da Paciência, 329",+5571999744248,1792.2540359268955
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Bar Vermelho,Bars,3.0,Lgo. de Santana 5,+557133353143,1946.569122498114
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Bar e Lanchonete Sabor Regional,Bars,5.0,"Travessa Leovigildo Figueiras, 515",+557133284783,1169.391370275843
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Estrela do Horizonte,Bars,3.3,"R. Politeama de Baixo, 313",+557133295050,1842.9731793971648
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Martinha's House,Bars,0.0,"R. Caetano Moura, 66",+557191769816,610.9900097147105
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,O Velho Amigo Bar,Bars,3.0,"Rua Amparo do Tororó, 215 Tororó",+557133224600,1365.5605451111364
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Vermelho Bodega,Bars,4.0,largo de Santana,,1995.5723115639441
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Delivery de Bebidas Central dos Drinks em Salvador,Bars,0.0,Pça. Maques de Olinda 5,+557130128633,975.7252140734362
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Alexsandro Guedes Cordeiro,Bars,0.0,R. Almirante Barroso 123,+557130144007,1604.9194526374358
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Hangar Live Music,Bars,3.3,"R. Morro da Paciência, 123 - Rio Vermelho",+557130144007,1467.5190429379443
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Ponto de Partida Snooker Bar,Bars,0.0,R. da Paciência 263,+557130122945,1742.199066084647
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Café Feito A Grão,Bars,0.0,Av. Centenário 2992 lj 2,+557132359264,1211.932037363446
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Bond Canto,Bars,0.0,Tv. Lydio de Mesquita 51,+557133353737,1787.9970206272928
56 - Anita Garibaldi,-12.99972,-38.50576,Bars,Beco da Rosália,Bars,3.3,"Av. Leovigildo Filgueiras, 530 - Garcia",+557133291281,1392.5051077444423
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Triathlon Health Club,Fitness & Instruction,5.0,R. Comendador Horácio Urpia Júnior 75,+557133316568,1406.4591096343122
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Triatleta,Fitness & Instruction,0.0,Avenida Caetano Moura,,635.334814275389
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Acal Associação Capoeira Arte & Luta,Fitness & Instruction,5.0,"R. Macapá, 474",+557132353601,808.7777982379298
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Forma A3,Fitness & Instruction,0.0,"Rua Professor Severo Pessoa, n 29, São Lázaro/Federação",,724.5967622946525
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Jump Way Fitness,Fitness & Instruction,0.0,Av. Centenário 2520,+557132370576,1173.5472137196514
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Athletic Way com Equipamentos P/ Ginástica e Fisioterapia,Fitness & Instruction,0.0,Av. Centenário 2492,+557132671784,1158.2034412119858
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Ideal Academia,Fitness & Instruction,4.0,"Av. General Graça Lessa, 368",+557132765227,1332.4970457544448
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Vibe Fitness,Fitness & Instruction,4.0,"Rua Professor Sabino Silva, 696 Ondina",+557133316637,1445.471344429702
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Performes Condicionamento Físico,Fitness & Instruction,0.0,R. José Mirabeau Sampaio 200,+557133310637,1259.5458413492736
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Núcleo do Movimento,Fitness & Instruction,0.0,"Av. Adhemar de Barros, 123",+557130135717,1164.331410879092
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Life Style Fight Center,Fitness & Instruction,0.0,"Lgo. do Campo Santo, 5",+557191608776,886.0377540043706
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Shock Sports,Fitness & Instruction,0.0,Av. Oceânica 2400 - 2,+557132356751,1300.364660248301
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Felipe Uchôa Fitness,Fitness & Instruction,0.0,Av. Anita Garibaldi,+557133472159,795.122887532708
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Well Fitness,Fitness & Instruction,3.8,"Rua Professor Sabino Silva, 696",+557130351313,1445.471344429702
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Physio Pilates Ondina,Fitness & Instruction,0.0,R. Roschild Moreira 1 - 2,+557132457777,1523.5388363124773
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Corpore Pilates,Fitness & Instruction,0.0,R. Cônego José Loreto 73,+557134952624,1579.9296955374691
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Unidade de Swasthya Yoga,Fitness & Instruction,0.0,R. Manoel Dias de Morais 10 lj 3,+557132452489,1404.8624985007614
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Active Pilates,Fitness & Instruction,0.0,"Travessa Bartolhomeu Gusmão, 104, Loja L",+557130356511,1432.7810086629922
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Aldeia Crossfit,Fitness & Instruction,0.0,"R. da Paciência, 92",+557184815005,1796.2551664678035
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Podium,Fitness & Instruction,2.0,"Av. Dom João VI, 146",+557133567374,1952.9298918354107
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Centro Cultural Ensaio,Fitness & Instruction,4.3,"Av. Leovigildo Filgueirasn, 58 - Ed. Pêssego",+557130187122,1830.3439777618107
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Bem Estar,Fitness & Instruction,0.0,Av. Oceânica 1545,+557132371106,1678.7862321533219
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Vilas Boas,Fitness & Instruction,0.0,R. Professor Bezerra Lopes 1 c A,+557133562089,1717.6364195397884
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Ayba,Fitness & Instruction,0.0,R. Professor Bezerra Lopes 26,+557132761498,1598.4504162652647
56 - Anita Garibaldi,-12.99972,-38.50576,Fitness & Instruction,Academia Aquarius,Fitness & Instruction,0.0,R. Politeama 3,+557133281305,2051.8039275567075
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Figli Ristorante Italiano,Restaurants,4.0,"Av Oceânica, 1545 Ondina",+557133317775,503.6733329651196
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Cantina Volpi,Restaurants,4.1,"R. Professor Sabino Silva, 822",+557133326677,88.49644903548
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Casa Lisboa,Restaurants,5.0,"R. Manoel Dias de Morais, 35",+557133313841,71.43048938429217
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Tudo Azul,Restaurants,4.5,Av. Sete de Setembro 3717,+557132646346,1464.6332580202163
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Tokai Gourmet,Restaurants,4.4,CC Barra,+557130887874,630.4579088466359
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Restaurante Marinata,Restaurants,4.3,R. Cezar Zama 316,+557130321731,1323.6564744940388
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Taberna,Restaurants,4.5,"Rua Guadalajara, 09  Morro do Gato",+557133316930,331.5458595039849
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Raízes,Restaurants,4.0,"Av. Centenário, 2992, L1",+557130338755,631.7999322201807
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Alfredo di Roma,Restaurants,4.0,R. Morro do Escravo Miguel,+557133317775,490.0700786405082
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Camarote Caranguejo do Porto,Restaurants,3.5,"Av. Oceânica, 819",+557132459197,869.2474112936372
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Outback Steakhouse,Restaurants,4.2,"Av. Centenário, 2992",+557130370138,624.6014668210523
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Madero,Restaurants,3.7,Centro Comercial Barra,+557130432736,720.7294097264602
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Light House,Restaurants,4.0,"Rua Afonso Celso, 224",+557130130055,1386.0477516048354
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Helado Monterrey,Restaurants,4.7,CC Barra,,678.7339732417099
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Handburger,Restaurants,4.0,"Av. Almirante Marques Leão, 293",+557130159006,1319.7152547657524
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,B-Vegan!,Restaurants,5.0,"R. Dias d'Ávila, 101",,1487.5940464766225
5 - R. Prof. Sabino Silva,-13.00502,-38.517932,Restaurants,Vida,Restaurants,5.0,"Travessa Macapá, 66",+557132631086,1057.664821195362
